지점,지점명,일시,합계 일사량(MJ/m2)
105,강릉,2024,4897.47
108,서울,2024,5235.59
112,인천,2024,5492.42
119,수원,2024,5329.33
127,충주,2024,5220.5
133,대전,2024,5422.76
136,안동,2024,5551.45
143,대구,2024,5469.17
146,전주,2024,5132.64
152,울산,2024,5457.6
156,광주,2024,5414.45
159,부산,2024,5791.47
168,여수,2024,5695.55
184,제주,2024,4610.57
192,진주,2024,5589.57
235,보령,2024,4720.14
239,세종,2024,5307.83
